Month,City,Company,Total Monthly Hours,TariffRate
December,Ratnagiri,Orient Green,180.8,7.4
August,Ratnagiri,Tata Power Company Ltd.,636,7.4
November,Ratnagiri,Reliance Energy,409.6,7.4
September,Ratnagiri,Indowind Energy,691.2,7.4
April,Ratnagiri,Indowind Energy,487.2,7.4
January,Ratnagiri,Reliance Energy,267.52,7.4
July,Ratnagiri,Orient Green,1216.8,7.4
August,Ratnagiri,Reliance Energy,592.8,7.4
April,Ratnagiri,Orient Green,872.4,7.4
September,Ratnagiri,Orient Green,528,7.4
July,Ratnagiri,Reliance Energy,1461.6,7.4
February,Ratnagiri,Adani Power Ltd.,204.8,7.4
October,Ratnagiri,Reliance Energy,356,7.4
May,Ratnagiri,Adani Power Ltd.,1059.2,7.4
August,Ratnagiri,Orient Green,606,7.4
February,Ratnagiri,Indowind Energy,359.04,7.4
August,Ratnagiri,Tata Power Company Ltd.,633.6,7.4
July,Ratnagiri,Reliance Energy,1456.8,7.4
May,Ratnagiri,Reliance Energy,836.8,7.4
June,Ratnagiri,Orient Green,1658.4,7.4
January,Ratnagiri,Indowind Energy,472.32,7.4
February,Ratnagiri,Indowind Energy,255.36,7.4
December,Ratnagiri,Reliance Energy,552.96,7.4
July,Ratnagiri,Reliance Energy,811.2,7.4
April,Ratnagiri,Adani Power Ltd.,925.2,7.4
October,Ratnagiri,Adani Power Ltd.,423.2,7.4
June,Ratnagiri,Adani Power Ltd.,1099.2,7.4
September,Ratnagiri,Tata Power Company Ltd.,671.04,7.4
November,Ratnagiri,Indowind Energy,352.64,7.4
May,Ratnagiri,Orient Green,902.4,7.4
November,Ratnagiri,Adani Power Ltd.,376.32,7.4
January,Ratnagiri,Tata Power Company Ltd.,289.28,7.4
March,Ratnagiri,Indowind Energy,316.8,7.4
October,Ratnagiri,Orient Green,509.6,7.4
October,Ratnagiri,Adani Power Ltd.,480.8,7.4
March,Ratnagiri,Adani Power Ltd.,494.4,7.4
June,Ratnagiri,Tata Power Company Ltd.,1077.6,7.4
March,Ratnagiri,Tata Power Company Ltd.,466.4,7.4
October,Ratnagiri,Tata Power Company Ltd.,375.2,7.4
September,Ratnagiri,Orient Green,507.84,7.4
April,Ratnagiri,Tata Power Company Ltd.,645.6,7.4
July,Ratnagiri,Orient Green,1154.4,7.4
May,Ratnagiri,Orient Green,1160,7.4
March,Ratnagiri,Adani Power Ltd.,237.6,7.4
April,Ratnagiri,Tata Power Company Ltd.,516,7.4
April,Ratnagiri,Indowind Energy,800.4,7.4
October,Ratnagiri,Reliance Energy,509.6,7.4
March,Ratnagiri,Reliance Energy,544,7.4
January,Ratnagiri,Indowind Energy,368,7.4
May,Ratnagiri,Reliance Energy,708.8,7.4
January,Ratnagiri,Orient Green,254.72,7.4
September,Ratnagiri,Adani Power Ltd.,319.68,7.4
March,Ratnagiri,Tata Power Company Ltd.,451.2,7.4
June,Ratnagiri,Indowind Energy,1236,7.4
October,Ratnagiri,Reliance Energy,457.6,7.4
September,Ratnagiri,Adani Power Ltd.,204.48,7.4
September,Ratnagiri,Adani Power Ltd.,353.28,7.4
September,Ratnagiri,Orient Green,586.56,7.4
December,Ratnagiri,Tata Power Company Ltd.,282.88,7.4
April,Ratnagiri,Tata Power Company Ltd.,325.2,7.4
January,Ratnagiri,Adani Power Ltd.,182.4,7.4
April,Ratnagiri,Tata Power Company Ltd.,537.6,7.4
September,Ratnagiri,Reliance Energy,507.84,7.4
August,Ratnagiri,Tata Power Company Ltd.,774,7.4
February,Ratnagiri,Indowind Energy,269.44,7.4
May,Ratnagiri,Reliance Energy,1099.2,7.4
November,Ratnagiri,Tata Power Company Ltd.,296.32,7.4
March,Ratnagiri,Adani Power Ltd.,384.8,7.4
February,Ratnagiri,Orient Green,245.12,7.4
June,Ratnagiri,Reliance Energy,1512,7.4
January,Ratnagiri,Reliance Energy,407.68,7.4
October,Ratnagiri,Adani Power Ltd.,428,7.4
September,Ratnagiri,Orient Green,499.2,7.4
February,Ratnagiri,Reliance Energy,371.84,7.4
November,Ratnagiri,Indowind Energy,394.88,7.4
February,Ratnagiri,Indowind Energy,436.48,7.4
March,Ratnagiri,Indowind Energy,580,7.4
November,Ratnagiri,Reliance Energy,222.72,7.4
August,Ratnagiri,Adani Power Ltd.,674.4,7.4
December,Ratnagiri,Indowind Energy,323.2,7.4
May,Ratnagiri,Orient Green,1086.4,7.4
September,Ratnagiri,Tata Power Company Ltd.,537.6,7.4
August,Ratnagiri,Adani Power Ltd.,460.8,7.4
November,Ratnagiri,Indowind Energy,374.4,7.4
September,Ratnagiri,Orient Green,417.6,7.4
July,Ratnagiri,Tata Power Company Ltd.,1226.4,7.4
June,Ratnagiri,Adani Power Ltd.,1418.4,7.4
June,Ratnagiri,Adani Power Ltd.,878.4,7.4
December,Ratnagiri,Tata Power Company Ltd.,442.24,7.4
April,Ratnagiri,Adani Power Ltd.,363.6,7.4
May,Ratnagiri,Tata Power Company Ltd.,702.4,7.4
December,Ratnagiri,Reliance Energy,293.12,7.4
February,Ratnagiri,Indowind Energy,223.36,7.4
June,Ratnagiri,Indowind Energy,1528.8,7.4
March,Ratnagiri,Orient Green,401.6,7.4
November,Ratnagiri,Tata Power Company Ltd.,312.96,7.4
June,Ratnagiri,Adani Power Ltd.,1557.6,7.4
February,Ratnagiri,Tata Power Company Ltd.,297.6,7.4
August,Ratnagiri,Reliance Energy,723.6,7.4
May,Ratnagiri,Indowind Energy,982.4,7.4
December,Ratnagiri,Indowind Energy,300.16,7.4
February,Ratnagiri,Adani Power Ltd.,337.92,7.4
March,Ratnagiri,Orient Green,371.2,7.4
June,Ratnagiri,Reliance Energy,1159.2,7.4
February,Ratnagiri,Reliance Energy,362.88,7.4
July,Ratnagiri,Orient Green,1173.6,7.4
May,Ratnagiri,Adani Power Ltd.,668.8,7.4
July,Ratnagiri,Reliance Energy,1992,7.4
April,Ratnagiri,Adani Power Ltd.,682.8,7.4
February,Ratnagiri,Reliance Energy,236.16,7.4
September,Ratnagiri,Adani Power Ltd.,489.6,7.4
March,Ratnagiri,Tata Power Company Ltd.,488.8,7.4
October,Ratnagiri,Orient Green,443.2,7.4
September,Ratnagiri,Orient Green,411.84,7.4
July,Ratnagiri,Adani Power Ltd.,1176,7.4
January,Ratnagiri,Adani Power Ltd.,374.4,7.4
December,Ratnagiri,Adani Power Ltd.,291.2,7.4
February,Ratnagiri,Adani Power Ltd.,237.44,7.4
January,Ratnagiri,Adani Power Ltd.,375.68,7.4
October,Ratnagiri,Indowind Energy,627.2,7.4
May,Ratnagiri,Indowind Energy,969.6,7.4
September,Ratnagiri,Reliance Energy,450.24,7.4
June,Ratnagiri,Adani Power Ltd.,482.4,7.4
July,Ratnagiri,Orient Green,1039.2,7.4
September,Ratnagiri,Reliance Energy,373.44,7.4
June,Ratnagiri,Indowind Energy,1574.4,7.4
October,Ratnagiri,Indowind Energy,488.8,7.4
July,Ratnagiri,Reliance Energy,943.2,7.4
November,Ratnagiri,Orient Green,372.48,7.4
November,Ratnagiri,Reliance Energy,275.84,7.4
April,Ratnagiri,Reliance Energy,698.4,7.4
April,Ratnagiri,Reliance Energy,867.6,7.4
August,Ratnagiri,Adani Power Ltd.,826.8,7.4
July,Ratnagiri,Tata Power Company Ltd.,844.8,7.4
April,Ratnagiri,Tata Power Company Ltd.,709.2,7.4
January,Ratnagiri,Orient Green,440.32,7.4
May,Ratnagiri,Indowind Energy,937.6,7.4
May,Ratnagiri,Orient Green,880,7.4
December,Ratnagiri,Tata Power Company Ltd.,344.32,7.4
September,Ratnagiri,Reliance Energy,405.12,7.4
December,Ratnagiri,Adani Power Ltd.,337.92,7.4
January,Ratnagiri,Indowind Energy,248.96,7.4
March,Ratnagiri,Adani Power Ltd.,404.8,7.4
June,Ratnagiri,Adani Power Ltd.,1286.4,7.4
November,Ratnagiri,Adani Power Ltd.,172.16,7.4
February,Ratnagiri,Indowind Energy,444.16,7.4
July,Ratnagiri,Reliance Energy,1560,7.4
May,Ratnagiri,Indowind Energy,612.8,7.4
February,Ratnagiri,Tata Power Company Ltd.,257.28,7.4
September,Ratnagiri,Tata Power Company Ltd.,697.92,7.4
February,Ratnagiri,Reliance Energy,282.88,7.4
March,Ratnagiri,Adani Power Ltd.,401.6,7.4
May,Ratnagiri,Tata Power Company Ltd.,819.2,7.4
September,Ratnagiri,Orient Green,709.44,7.4
December,Ratnagiri,Orient Green,371.2,7.4
July,Ratnagiri,Adani Power Ltd.,1557.6,7.4
November,Ratnagiri,Tata Power Company Ltd.,326.4,7.4
January,Ratnagiri,Tata Power Company Ltd.,352,7.4
August,Ratnagiri,Reliance Energy,886.8,7.4
June,Ratnagiri,Orient Green,1449.6,7.4
December,Ratnagiri,Reliance Energy,318.08,7.4
July,Ratnagiri,Indowind Energy,909.6,7.4
January,Ratnagiri,Orient Green,460.8,7.4
April,Ratnagiri,Reliance Energy,735.6,7.4
September,Ratnagiri,Tata Power Company Ltd.,519.36,7.4
April,Ratnagiri,Reliance Energy,759.6,7.4
April,Ratnagiri,Adani Power Ltd.,559.2,7.4
August,Ratnagiri,Adani Power Ltd.,825.6,7.4
December,Ratnagiri,Orient Green,288,7.4
July,Ratnagiri,Tata Power Company Ltd.,1197.6,7.4
July,Ratnagiri,Reliance Energy,1209.6,7.4
August,Ratnagiri,Orient Green,540,7.4
March,Ratnagiri,Adani Power Ltd.,406.4,7.4
April,Ratnagiri,Tata Power Company Ltd.,712.8,7.4
April,Ratnagiri,Reliance Energy,416.4,7.4
July,Ratnagiri,Indowind Energy,1581.6,7.4
July,Ratnagiri,Orient Green,1512,7.4
March,Ratnagiri,Indowind Energy,578.4,7.4
May,Ratnagiri,Indowind Energy,1006.4,7.4
December,Ratnagiri,Adani Power Ltd.,330.24,7.4
June,Ratnagiri,Orient Green,1012.8,7.4
November,Ratnagiri,Indowind Energy,325.12,7.4
September,Ratnagiri,Reliance Energy,405.12,7.4
January,Ratnagiri,Adani Power Ltd.,387.2,7.4
August,Ratnagiri,Adani Power Ltd.,650.4,7.4
April,Ratnagiri,Tata Power Company Ltd.,782.4,7.4
January,Ratnagiri,Orient Green,273.92,7.4
October,Ratnagiri,Tata Power Company Ltd.,375.2,7.4
May,Ratnagiri,Adani Power Ltd.,603.2,7.4
February,Ratnagiri,Reliance Energy,343.04,7.4
November,Ratnagiri,Reliance Energy,330.24,7.4
December,Ratnagiri,Indowind Energy,421.12,7.4
December,Ratnagiri,Adani Power Ltd.,283.52,7.4
April,Ratnagiri,Orient Green,661.2,7.4
August,Ratnagiri,Orient Green,512.4,7.4
October,Ratnagiri,Adani Power Ltd.,416.8,7.4
November,Ratnagiri,Indowind Energy,288,7.4
November,Ratnagiri,Orient Green,229.12,7.4
September,Ratnagiri,Orient Green,327.36,7.4
March,Ratnagiri,Indowind Energy,344.8,7.4
December,Ratnagiri,Adani Power Ltd.,188.16,7.4
October,Ratnagiri,Reliance Energy,334.4,7.4
February,Ratnagiri,Adani Power Ltd.,202.24,7.4
May,Ratnagiri,Orient Green,897.6,7.4
October,Ratnagiri,Adani Power Ltd.,307.2,7.4
April,Ratnagiri,Reliance Energy,466.8,7.4
March,Ratnagiri,Reliance Energy,552,7.4
April,Ratnagiri,Reliance Energy,549.6,7.4
December,Ratnagiri,Indowind Energy,298.24,7.4
February,Ratnagiri,Adani Power Ltd.,282.24,7.4
March,Ratnagiri,Indowind Energy,404,7.4
August,Ratnagiri,Reliance Energy,838.8,7.4
July,Ratnagiri,Indowind Energy,1003.2,7.4
September,Ratnagiri,Tata Power Company Ltd.,311.04,7.4
April,Ratnagiri,Tata Power Company Ltd.,772.8,7.4
September,Ratnagiri,Indowind Energy,416.64,7.4
November,Ratnagiri,Tata Power Company Ltd.,337.92,7.4
August,Ratnagiri,Adani Power Ltd.,783.6,7.4
April,Ratnagiri,Tata Power Company Ltd.,452.4,7.4
June,Ratnagiri,Adani Power Ltd.,1468.8,7.4
June,Ratnagiri,Indowind Energy,1106.4,7.4
December,Ratnagiri,Indowind Energy,363.52,7.4
July,Ratnagiri,Adani Power Ltd.,1442.4,7.4
January,Ratnagiri,Tata Power Company Ltd.,483.2,7.4
September,Ratnagiri,Adani Power Ltd.,523.2,7.4
February,Ratnagiri,Tata Power Company Ltd.,218.88,7.4
July,Ratnagiri,Reliance Energy,1012.8,7.4
September,Ratnagiri,Adani Power Ltd.,607.68,7.4
March,Ratnagiri,Tata Power Company Ltd.,503.2,7.4
September,Ratnagiri,Reliance Energy,433.92,7.4
February,Ratnagiri,Indowind Energy,411.52,7.4
April,Ratnagiri,Adani Power Ltd.,441.6,7.4
November,Ratnagiri,Orient Green,377.6,7.4
March,Ratnagiri,Reliance Energy,460.8,7.4
January,Ratnagiri,Orient Green,462.72,7.4
January,Ratnagiri,Orient Green,367.36,7.4
July,Ratnagiri,Orient Green,715.2,7.4
September,Ratnagiri,Orient Green,498.24,7.4
November,Ratnagiri,Reliance Energy,335.36,7.4
September,Ratnagiri,Adani Power Ltd.,459.84,7.4
March,Ratnagiri,Reliance Energy,315.2,7.4
November,Ratnagiri,Reliance Energy,311.04,7.4
May,Ratnagiri,Indowind Energy,998.4,7.4
July,Ratnagiri,Indowind Energy,919.2,7.4
July,Ratnagiri,Adani Power Ltd.,801.6,7.4
February,Ratnagiri,Indowind Energy,311.04,7.4
December,Ratnagiri,Adani Power Ltd.,326.4,7.4
July,Ratnagiri,Adani Power Ltd.,854.4,7.4
July,Ratnagiri,Reliance Energy,729.6,7.4
September,Ratnagiri,Reliance Energy,420.48,7.4
March,Ratnagiri,Reliance Energy,466.4,7.4
December,Ratnagiri,Tata Power Company Ltd.,331.52,7.4
October,Ratnagiri,Orient Green,523.2,7.4
November,Ratnagiri,Adani Power Ltd.,353.92,7.4
November,Ratnagiri,Tata Power Company Ltd.,297.6,7.4
August,Ratnagiri,Reliance Energy,562.8,7.4
August,Ratnagiri,Tata Power Company Ltd.,460.8,7.4
November,Ratnagiri,Tata Power Company Ltd.,280.32,7.4
June,Ratnagiri,Indowind Energy,1389.6,7.4
August,Ratnagiri,Tata Power Company Ltd.,756,7.4
December,Ratnagiri,Tata Power Company Ltd.,343.68,7.4
February,Ratnagiri,Tata Power Company Ltd.,272.64,7.4
September,Ratnagiri,Adani Power Ltd.,558.72,7.4
April,Ratnagiri,Tata Power Company Ltd.,669.6,7.4
December,Ratnagiri,Orient Green,286.08,7.4
September,Ratnagiri,Reliance Energy,662.4,7.4
March,Ratnagiri,Indowind Energy,368.8,7.4
November,Ratnagiri,Adani Power Ltd.,292.48,7.4
November,Ratnagiri,Adani Power Ltd.,439.04,7.4
August,Ratnagiri,Tata Power Company Ltd.,402,7.4
April,Ratnagiri,Reliance Energy,982.8,7.4
October,Ratnagiri,Tata Power Company Ltd.,478.4,7.4
June,Ratnagiri,Tata Power Company Ltd.,1303.2,7.4
June,Ratnagiri,Adani Power Ltd.,1092,7.4
March,Ratnagiri,Reliance Energy,428.8,7.4
September,Ratnagiri,Adani Power Ltd.,670.08,7.4
June,Ratnagiri,Orient Green,616.8,7.4
March,Ratnagiri,Indowind Energy,272,7.4
August,Ratnagiri,Tata Power Company Ltd.,735.6,7.4
January,Ratnagiri,Indowind Energy,204.16,7.4
February,Ratnagiri,Adani Power Ltd.,234.24,7.4
January,Ratnagiri,Tata Power Company Ltd.,355.84,7.4
August,Ratnagiri,Indowind Energy,908.4,7.4
April,Ratnagiri,Reliance Energy,464.4,7.4
March,Ratnagiri,Orient Green,440,7.4
September,Ratnagiri,Reliance Energy,504,7.4
October,Ratnagiri,Indowind Energy,536.8,7.4
January,Ratnagiri,Adani Power Ltd.,359.68,7.4
March,Ratnagiri,Orient Green,534.4,7.4
June,Ratnagiri,Indowind Energy,1149.6,7.4
May,Ratnagiri,Tata Power Company Ltd.,676.8,7.4
November,Ratnagiri,Reliance Energy,267.52,7.4
October,Ratnagiri,Orient Green,653.6,7.4
March,Ratnagiri,Indowind Energy,408.8,7.4
December,Ratnagiri,Indowind Energy,375.04,7.4
November,Ratnagiri,Orient Green,428.16,7.4
October,Ratnagiri,Reliance Energy,426.4,7.4
October,Ratnagiri,Adani Power Ltd.,587.2,7.4
July,Ratnagiri,Adani Power Ltd.,1243.2,7.4
September,Ratnagiri,Orient Green,438.72,7.4
October,Ratnagiri,Tata Power Company Ltd.,581.6,7.4
January,Ratnagiri,Orient Green,517.76,7.4
June,Ratnagiri,Orient Green,1608,7.4
December,Ratnagiri,Adani Power Ltd.,269.44,7.4
March,Ratnagiri,Adani Power Ltd.,321.6,7.4
January,Ratnagiri,Adani Power Ltd.,428.8,7.4
October,Ratnagiri,Indowind Energy,511.2,7.4
July,Ratnagiri,Reliance Energy,1648.8,7.4
February,Ratnagiri,Orient Green,280.32,7.4
August,Ratnagiri,Tata Power Company Ltd.,700.8,7.4
March,Ratnagiri,Indowind Energy,416,7.4
April,Ratnagiri,Adani Power Ltd.,578.4,7.4
June,Ratnagiri,Reliance Energy,924,7.4
July,Ratnagiri,Indowind Energy,943.2,7.4
October,Ratnagiri,Indowind Energy,564.8,7.4
July,Ratnagiri,Tata Power Company Ltd.,780,7.4
July,Ratnagiri,Orient Green,1576.8,7.4
December,Ratnagiri,Orient Green,213.76,7.4
June,Ratnagiri,Adani Power Ltd.,907.2,7.4
May,Ratnagiri,Tata Power Company Ltd.,804.8,7.4
March,Ratnagiri,Orient Green,559.2,7.4
October,Ratnagiri,Orient Green,413.6,7.4
September,Ratnagiri,Reliance Energy,629.76,7.4
December,Ratnagiri,Tata Power Company Ltd.,327.68,7.4
November,Ratnagiri,Reliance Energy,336.64,7.4
March,Ratnagiri,Adani Power Ltd.,252,7.4
August,Ratnagiri,Reliance Energy,796.8,7.4
May,Ratnagiri,Tata Power Company Ltd.,1065.6,7.4
April,Ratnagiri,Indowind Energy,717.6,7.4
May,Ratnagiri,Indowind Energy,798.4,7.4
July,Ratnagiri,Tata Power Company Ltd.,1519.2,7.4
April,Ratnagiri,Reliance Energy,633.6,7.4
August,Ratnagiri,Adani Power Ltd.,903.6,7.4
July,Ratnagiri,Reliance Energy,626.4,7.4
January,Ratnagiri,Orient Green,391.68,7.4
September,Ratnagiri,Tata Power Company Ltd.,427.2,7.4
July,Ratnagiri,Indowind Energy,1176,7.4
May,Ratnagiri,Adani Power Ltd.,715.2,7.4
April,Ratnagiri,Orient Green,588,7.4
August,Ratnagiri,Orient Green,847.2,7.4
June,Ratnagiri,Orient Green,1094.4,7.4
August,Ratnagiri,Orient Green,586.8,7.4
June,Shimla,Tata Power Company Ltd.,237.75,7.7
December,Shimla,Reliance Energy,126,7.7
August,Shimla,Orient Green,169.875,7.7
January,Shimla,Tata Power Company Ltd.,100.8,7.7
August,Shimla,Orient Green,222.75,7.7
April,Shimla,Tata Power Company Ltd.,268.5,7.7
August,Shimla,Reliance Energy,182.25,7.7
December,Shimla,Tata Power Company Ltd.,130.2,7.7
August,Shimla,Indowind Energy,250.5,7.7
August,Shimla,Indowind Energy,202.5,7.7
November,Shimla,Orient Green,94.8,7.7
October,Shimla,Reliance Energy,97.25,7.7
June,Shimla,Tata Power Company Ltd.,521.25,7.7
August,Shimla,Adani Power Ltd.,98.25,7.7
August,Shimla,Adani Power Ltd.,153.75,7.7
September,Shimla,Reliance Energy,150.3,7.7
August,Shimla,Orient Green,195.375,7.7
December,Shimla,Orient Green,99.4,7.7
April,Shimla,Orient Green,234.75,7.7
November,Shimla,Indowind Energy,88,7.7
June,Shimla,Orient Green,475.5,7.7
July,Shimla,Indowind Energy,343.5,7.7
March,Shimla,Orient Green,123.75,7.7
January,Shimla,Orient Green,91.6,7.7
November,Shimla,Reliance Energy,106.8,7.7
May,Shimla,Reliance Energy,274.5,7.7
June,Shimla,Indowind Energy,381.75,7.7
August,Shimla,Tata Power Company Ltd.,112.5,7.7
June,Shimla,Reliance Energy,550.5,7.7
February,Shimla,Orient Green,143.2,7.7
February,Shimla,Adani Power Ltd.,81.8,7.7
December,Shimla,Orient Green,123.8,7.7
August,Shimla,Adani Power Ltd.,259.875,7.7
September,Shimla,Indowind Energy,108.6,7.7
August,Shimla,Tata Power Company Ltd.,273,7.7
April,Shimla,Indowind Energy,219,7.7
September,Shimla,Adani Power Ltd.,146.7,7.7
February,Shimla,Tata Power Company Ltd.,108.6,7.7
January,Shimla,Adani Power Ltd.,104.8,7.7
August,Shimla,Indowind Energy,186.375,7.7
August,Shimla,Adani Power Ltd.,183.375,7.7
June,Shimla,Adani Power Ltd.,509.25,7.7
August,Shimla,Adani Power Ltd.,228.75,7.7
December,Shimla,Orient Green,108,7.7
June,Shimla,Adani Power Ltd.,554.25,7.7
October,Shimla,Indowind Energy,149.25,7.7
December,Shimla,Orient Green,68.8,7.7
September,Shimla,Indowind Energy,175.8,7.7
February,Shimla,Orient Green,109.2,7.7
May,Shimla,Tata Power Company Ltd.,210.5,7.7
April,Shimla,Orient Green,217.5,7.7
December,Shimla,Tata Power Company Ltd.,87,7.7
December,Shimla,Reliance Energy,62.6,7.7
November,Shimla,Orient Green,120.8,7.7
April,Shimla,Orient Green,196.125,7.7
December,Shimla,Adani Power Ltd.,87.2,7.7
July,Shimla,Adani Power Ltd.,266.25,7.7
September,Shimla,Tata Power Company Ltd.,77.7,7.7
February,Shimla,Adani Power Ltd.,84.2,7.7
November,Shimla,Tata Power Company Ltd.,146,7.7
July,Shimla,Adani Power Ltd.,441,7.7
December,Shimla,Adani Power Ltd.,103.2,7.7
November,Shimla,Reliance Energy,75.6,7.7
December,Shimla,Tata Power Company Ltd.,118.4,7.7
July,Shimla,Tata Power Company Ltd.,428.25,7.7
August,Shimla,Orient Green,183.375,7.7
May,Shimla,Tata Power Company Ltd.,223.5,7.7
September,Shimla,Orient Green,189.6,7.7
July,Shimla,Adani Power Ltd.,492.75,7.7
March,Shimla,Reliance Energy,112.25,7.7
March,Shimla,Reliance Energy,95,7.7
December,Shimla,Reliance Energy,66.6,7.7
June,Shimla,Indowind Energy,200.25,7.7
January,Shimla,Adani Power Ltd.,61.8,7.7
August,Shimla,Indowind Energy,219,7.7
June,Shimla,Reliance Energy,459.75,7.7
June,Shimla,Indowind Energy,325.5,7.7
October,Shimla,Tata Power Company Ltd.,226.75,7.7
January,Shimla,Orient Green,110.8,7.7
December,Shimla,Adani Power Ltd.,120.8,7.7
May,Shimla,Tata Power Company Ltd.,286.5,7.7
March,Shimla,Adani Power Ltd.,158.25,7.7
January,Shimla,Tata Power Company Ltd.,98.4,7.7
February,Shimla,Orient Green,87.2,7.7
March,Shimla,Tata Power Company Ltd.,152.25,7.7
July,Shimla,Tata Power Company Ltd.,452.25,7.7
April,Shimla,Reliance Energy,139.5,7.7
November,Shimla,Orient Green,119.8,7.7
May,Shimla,Tata Power Company Ltd.,342,7.7
June,Shimla,Reliance Energy,485.25,7.7
August,Shimla,Reliance Energy,125.625,7.7
September,Shimla,Adani Power Ltd.,162.9,7.7
August,Shimla,Adani Power Ltd.,164.25,7.7
June,Shimla,Orient Green,292.5,7.7
November,Shimla,Reliance Energy,93,7.7
June,Shimla,Adani Power Ltd.,378.75,7.7
July,Shimla,Tata Power Company Ltd.,426,7.7
February,Shimla,Reliance Energy,96.4,7.7
October,Shimla,Indowind Energy,147.5,7.7
March,Shimla,Adani Power Ltd.,101.75,7.7
June,Shimla,Orient Green,442.5,7.7
July,Shimla,Reliance Energy,508.5,7.7
March,Shimla,Indowind Energy,117.75,7.7
September,Shimla,Reliance Energy,256.2,7.7
June,Shimla,Tata Power Company Ltd.,488.25,7.7
November,Shimla,Orient Green,88.2,7.7
January,Shimla,Reliance Energy,136.2,7.7
September,Shimla,Reliance Energy,190.2,7.7
January,Shimla,Reliance Energy,61.4,7.7
March,Shimla,Adani Power Ltd.,146,7.7
October,Shimla,Tata Power Company Ltd.,131,7.7
January,Shimla,Reliance Energy,136.6,7.7
October,Shimla,Tata Power Company Ltd.,129.25,7.7
July,Shimla,Tata Power Company Ltd.,337.5,7.7
January,Shimla,Tata Power Company Ltd.,90.6,7.7
July,Shimla,Adani Power Ltd.,251.25,7.7
September,Shimla,Adani Power Ltd.,180.9,7.7
March,Shimla,Tata Power Company Ltd.,96.75,7.7
November,Shimla,Reliance Energy,136.8,7.7
September,Shimla,Indowind Energy,176.7,7.7
September,Shimla,Tata Power Company Ltd.,114.9,7.7
June,Shimla,Orient Green,352.5,7.7
July,Shimla,Tata Power Company Ltd.,380.25,7.7
May,Shimla,Indowind Energy,329.5,7.7
January,Shimla,Indowind Energy,93.6,7.7
April,Shimla,Reliance Energy,223.5,7.7
January,Shimla,Indowind Energy,82.4,7.7
March,Shimla,Orient Green,172.75,7.7
January,Shimla,Adani Power Ltd.,61.8,7.7
October,Shimla,Indowind Energy,93,7.7
January,Shimla,Tata Power Company Ltd.,145.2,7.7
October,Shimla,Indowind Energy,118.25,7.7
January,Shimla,Indowind Energy,75.6,7.7
June,Shimla,Reliance Energy,423.75,7.7
January,Shimla,Reliance Energy,111.4,7.7
July,Shimla,Reliance Energy,262.5,7.7
April,Shimla,Orient Green,238.125,7.7
December,Shimla,Indowind Energy,113.4,7.7
February,Shimla,Adani Power Ltd.,135.6,7.7
April,Shimla,Indowind Energy,183.75,7.7
October,Shimla,Tata Power Company Ltd.,117.75,7.7
March,Shimla,Orient Green,105.75,7.7
October,Shimla,Indowind Energy,125.25,7.7
February,Shimla,Indowind Energy,123.6,7.7
March,Shimla,Indowind Energy,125.5,7.7
April,Shimla,Orient Green,307.5,7.7
April,Shimla,Indowind Energy,439.5,7.7
July,Shimla,Indowind Energy,765,7.7
